test	taille	exe	exectime	memory	mmm
524	21332	ins	0.00 1340			1
524	21332	fus	0.00 1648	1		
524	21332	rap	0.97 2788		1	
525	22800	fus	0.00 1668	1		
525	22800	ins	0.00 1360			1
525	22800	rap	1.10 2776		1	
526	23313	ins	0.00 1464	1		
526	23313	fus	0.00 1644	1		
526	23313	rap	1.14 2812		1	
527	29838	ins	0.00 1492			1
527	29838	fus	0.00 1708			1
527	29838	rap	1.84 3364		1	
528	27520	ins	0.00 1492			1
528	27520	fus	0.00 1724	1		
528	27520	rap	1.59 3228		1	
529	20871	fus	0.00 1604	1		
529	20871	ins	0.00 1348	1		
529	20871	rap	0.89 2732		1	
530	11131	ins	0.00 1268	1		
530	11131	fus	0.00 1448	1		
530	11131	rap	0.26 2008		1	
531	19241	fus	0.00 1484	1		
531	19241	ins	0.00 1280	1		
531	19241	rap	0.76 2616		1	
532	19794	ins	0.00 1332			1
532	19794	fus	0.00 1592	1		
532	19794	rap	0.84 2580		1	
533	2422	ins	0.00 1220			
533	2422	fus	0.00 1352			
533	2422	rap	0.01 1432		1	
534	19099	ins	0.00 1388	1		
534	19099	fus	0.00 1540	1		
534	19099	rap	0.75 2528		1	
535	22948	ins	0.00 1364			1
535	22948	fus	0.00 1544	1		
535	22948	rap	1.09 2840		1	
536	20837	ins	0.00 1292			1
536	20837	fus	0.00 1580	1		
536	20837	rap	0.90 2664		1	
537	6536	ins	0.00 1284			
537	6536	fus	0.00 1416			
537	6536	rap	0.09 1708		1	
538	22145	ins	0.00 1440	1		
538	22145	fus	0.00 1636	1		
538	22145	rap	1.02 2752		1	
539	3307	fus	0.00 1364	1		
539	3307	ins	0.00 1200	1		
539	3307	rap	0.02 1404		1	
540	27810	fus	0.00 1672	1		
540	27810	ins	0.00 1492			1
540	27810	rap	1.62 3212		1	
541	9875	fus	0.00 1388			1
541	9875	ins	0.00 1272			1
541	9875	rap	0.21 1820		1	
542	16606	ins	0.00 1312	1		
542	16606	fus	0.00 1444	1		
542	16606	rap	0.57 2412		1	
543	316	rap	0.00 1144		1	
543	316	fus	0.00 1284		1	
543	316	ins	0.00 1260		1	
544	12448	ins	0.00 1224	1		
544	12448	fus	0.00 1552	1		
544	12448	rap	0.32 2072		1	
545	14112	fus	0.00 1488	1		
545	14112	ins	0.00 1396			1
545	14112	rap	0.42 2180		1	
546	23195	ins	0.00 1448			1
546	23195	fus	0.00 1616	1		
546	23195	rap	1.14 2812		1	
547	17100	fus	0.00 1504			1
547	17100	ins	0.00 1320			1
547	17100	rap	0.61 2484		1	
548	7953	fus	0.00 1436			1
548	7953	ins	0.00 1324			1
548	7953	rap	0.13 1836		1	
549	28801	ins	0.00 1464			1
549	28801	fus	0.00 1732	1		
549	28801	rap	1.72 3224	TriFusion	1	
550	30936	ins	0.00 1424			1
550	30936	fus	0.00 1720	1		
550	30936	rap	1.98 3432		1	
551	2770	fus	0.00 1332	1		
551	2770	ins	0.00 1140	1		
551	2770	rap	0.02 1472		1	
552	5435	fus	0.00 1436	1		
552	5435	ins	0.00 1240			1
552	5435	rap	0.06 1664		1	
553	30981	ins	0.00 1440			1
553	30981	fus	0.00 1768	1		
553	30981	rap	2.07 3304		1	
554	549	rap	0.00 1304		1	
554	549	ins	0.00 1176		1	
554	549	fus	0.00 1244		1	
555	6416	ins	0.00 1328	1		
555	6416	fus	0.00 1384	1		
555	6416	rap	0.09 1624		1	
556	7686	ins	0.00 1340	1		
556	7686	fus	0.00 1428	1		
556	7686	rap	0.12 1720		1	
557	25425	ins	0.00 1484			1
557	25425	fus	0.00 1692			1
557	25425	rap	1.34 3060		1	
558	8669	ins	0.00 1340			1
558	8669	fus	0.00 1392	1		
558	8669	rap	0.16 1856		1	
559	26262	ins	0.00 1380			1
559	26262	fus	0.00 1688	1		
559	26262	rap	1.45 2972		1	
560	10976	fus	0.00 1460	1		
560	10976	ins	0.00 1212	1		
560	10976	rap	0.26 2004		1	
561	2104	fus	0.00 1216			1
561	2104	ins	0.00 1216			1
561	2104	rap	0.01 1416		1	
562	16492	ins	0.00 1324			1
562	16492	fus	0.00 1568	1		
562	16492	rap	0.59 2452		1	
563	13827	ins	0.00 1388	1		
563	13827	fus	0.00 1452	1		
563	13827	rap	0.40 2240		1	
564	23118	fus	0.00 1684	1		
564	23118	ins	0.00 1368	1		
564	23118	rap	1.15 2828		1	
565	28871	ins	0.00 1412			1
565	28871	fus	0.00 1704	1		
565	28871	rap	1.78 3224		1	
566	30336	fus	0.00 1748	1		
566	30336	ins	0.00 1524	1		
566	30336	rap	1.98 3328		1	
567	9054	ins	0.00 1296	1		
567	9054	fus	0.00 1496	1		
567	9054	rap	0.17 1920		1	
568	3310	fus	0.00 1308	1		
568	3310	ins	0.00 1200	1		
568	3310	rap	0.02 1492		1	
569	5737	ins	0.00 1324	1		
569	5737	fus	0.00 1400	1		
569	5737	rap	0.07 1584		1	
570	6362	ins	0.00 1272	1		
570	6362	fus	0.00 1416	1		
570	6362	rap	0.08 1732		1	
571	24287	fus	0.00 1740	1		
571	24287	ins	0.00 1448	1		
571	24287	rap	1.22 2964		1	
572	18853	ins	0.00 1400			1
572	18853	fus	0.00 1528			1
572	18853	rap	0.76 2612		1	
573	7816	fus	0.00 1480	1		
573	7816	ins	0.00 1344	1		
573	7816	rap	0.13 1812		1	
574	13586	fus	0.00 1524	1		
574	13586	ins	0.00 1376	1		
574	13586	rap	0.38 2224		1	
575	25637	fus	0.00 1588	1		
575	25637	ins	0.00 1432	1		
575	25637	rap	1.36 3088		1	
576	27368	ins	0.00 1396			1
576	27368	fus	0.00 1672	1		
576	27368	rap	1.56 3100		1	
577	23537	ins	0.00 1480			1
577	23537	fus	0.00 1644	1		
577	23537	rap	1.14 2848		1	
578	22815	ins	0.00 1448			1
578	22815	fus	0.00 1636	1		
578	22815	rap	1.09 2872		1	
579	16145	ins	0.00 1404			1
579	16145	fus	0.00 1564	1		
579	16145	rap	0.56 2368		1	
580	8253	fus	0.00 1408			1
580	8253	ins	0.00 1336			1
580	8253	rap	0.15 1756		1	
581	11198	ins	0.00 1360	1		
581	11198	fus	0.00 1456	1		
581	11198	rap	0.26 2072		1	
582	6298	fus	0.00 1376	1		
582	6298	ins	0.00 1328	1		
582	6298	rap	0.08 1692		1	
583	21011	ins	0.00 1396			1
583	21011	fus	0.00 1608			1
583	21011	rap	0.94 2660		1	
584	8351	ins	0.00 1328	1		
584	8351	fus	0.00 1380	1		
584	8351	rap	0.14 1872		1	
585	31491	fus	0.00 1752	1		
585	31491	ins	0.00 1532			1
585	31491	rap	2.03 3440		1	
586	14969	fus	0.00 1556	1		
586	14969	ins	0.00 1396	1		
586	14969	rap	0.46 2344		1	
587	5427	ins	0.00 1268			1
587	5427	fus	0.00 1404	1		
587	5427	rap	0.06 1632		1	
588	5145	ins	0.00 1244	1		
588	5145	fus	0.00 1320	1		
588	5145	rap	0.06 1564		1	
589	14432	ins	0.00 1240	1		
589	14432	fus	0.00 1536	1		
589	14432	rap	0.43 2204		1	
590	20209	ins	0.00 1456			1
590	20209	fus	0.00 1640			1
590	20209	rap	0.85 2656		1	
591	22143	fus	0.00 1592	1		
591	22143	ins	0.00 1404	1		
591	22143	rap	1.02 2736		1	
592	28465	fus	0.00 1676	1		
592	28465	ins	0.00 1352			1
592	28465	rap	1.73 3268		1	
593	7338	fus	0.00 1400			1
593	7338	ins	0.00 1340			1
593	7338	rap	0.12 1768		1	
594	7975	fus	0.00 1388	1		
594	7975	ins	0.00 1324	1		
594	7975	rap	0.14 1752		1	
595	1426	fus	0.00 1276			1
595	1426	ins	0.00 1188			1
595	1426	rap	0.00 1276		1	
596	26480	ins	0.00 1472	1		
596	26480	fus	0.00 1704	1		
596	26480	rap	1.53 3144		1	
597	8389	ins	0.00 1352	1		
597	8389	fus	0.00 1396	1		
597	8389	rap	0.14 1836		1	
598	8384	ins	0.00 1288	1		
598	8384	fus	0.00 1424	1		
598	8384	rap	0.15 1856		1	
599	15014	fus	0.00 1544	1		
599	15014	ins	0.00 1380			1
599	15014	rap	0.50 2232		1	
600	9921	fus	0.00 1444			1
600	9921	ins	0.00 1272			1
600	9921	rap	0.21 1956		1	
601	27730	ins	0.00 1456	1		
601	27730	fus	0.00 1796	1		
601	27730	rap	1.72 3188		1	
602	15625	ins	0.00 1296			1
602	15625	fus	0.00 1556	1		
602	15625	rap	0.58 2272		1	
603	27405	ins	0.00 1504			1
603	27405	fus	0.00 1752	1		
603	27405	rap	1.60 3204		1	
604	19359	fus	0.00 1624	1		
604	19359	ins	0.00 1436	1		
604	19359	rap	0.79 2536		1	
605	25790	ins	0.00 1360			1
605	25790	fus	0.00 1732	1		
605	25790	rap	1.46 3008		1	
606	13469	ins	0.00 1300			1
606	13469	fus	0.00 1488			1
606	13469	rap	0.39 2068		1	
607	23636	ins	0.00 1424	1		
607	23636	fus	0.00 1728	1		
607	23636	rap	1.24 2844		1	
608	23766	ins	0.00 1484			1
608	23766	fus	0.00 1652	1		
608	23766	rap	1.27 2956		1	
609	5084	ins	0.00 1320	1		
609	5084	fus	0.00 1388	1		
609	5084	rap	0.06 1536		1	
610	32168	ins	0.00 1508	1		
610	32168	fus	0.00 1824	1		
610	32168	rap	2.28 3540		1	
611	31269	ins	0.00 1528			1
611	31269	fus	0.00 1848	1		
611	31269	rap	2.01 3372		1	
612	20800	ins	0.00 1420	1		
612	20800	fus	0.00 1564	1		
612	20800	rap	0.89 2696		1	
613	31831	fus	0.00 1808			1
613	31831	ins	0.00 1432			1
613	31831	rap	2.12 3496		1	
614	22668	ins	0.00 1444	1		
614	22668	fus	0.00 1612	1		
614	22668	rap	1.05 2888		1	
615	9083	fus	0.00 1396	1		
615	9083	ins	0.00 1344			1
615	9083	rap	0.17 1836		1	
616	14584	fus	0.00 1512			1
616	14584	ins	0.00 1392			1
616	14584	rap	0.44 2272		1	
617	25214	ins	0.00 1392	1		
617	25214	fus	0.00 1668	1		
617	25214	rap	1.30 3008		1	
618	296	fus	0.00 1244		1	
618	296	rap	0.00 1296		1	
618	296	ins	0.00 1196		1	
619	12622	fus	0.00 1452	1		
619	12622	ins	0.00 1280			1
619	12622	rap	0.34 2108		1	
620	5818	fus	0.00 1404			1
620	5818	ins	0.00 1340			1
620	5818	rap	0.07 1604		1	
621	21034	fus	0.00 1644	1		
621	21034	ins	0.00 1344	1		
621	21034	rap	0.98 2760		1	
622	5254	fus	0.00 1312	1		
622	5254	ins	0.00 1236	1		
622	5254	rap	0.06 1600		1	
623	3697	fus	0.00 1280	1		
623	3697	ins	0.00 1308	1		
623	3697	rap	0.03 1536		1	
624	16952	ins	0.00 1424	1		
624	16952	fus	0.00 1544	1		
624	16952	rap	0.62 2420		1	
625	9426	ins	0.00 1332			1
625	9426	fus	0.00 1328	1		
625	9426	rap	0.18 1836		1	
626	4778	fus	0.00 1388	1		
626	4778	ins	0.00 1280	1		
626	4778	rap	0.05 1592		1	
627	30661	fus	0.00 1792			1
627	30661	ins	0.00 1368			1
627	30661	rap	2.00 3404		1	
628	27521	ins	0.00 1344	1		
628	27521	fus	0.00 1724	1		
628	27521	rap	1.56 3132		1	
629	137	ins	0.00 1288			
629	137	rap	0.00 1300			
629	137	fus	0.00 1280			
630	28899	fus	0.00 1708	1		
630	28899	ins	0.00 1464			1
630	28899	rap	1.73 3232		1	
631	4016	ins	0.00 1208			1
631	4016	fus	0.00 1356	1		
631	4016	rap	0.03 1544		1	
632	7214	ins	0.00 1352	1		
632	7214	fus	0.00 1296	1		
632	7214	rap	0.11 1792		1	
633	23242	ins	0.00 1408			1
633	23242	fus	0.00 1608	1		
633	23242	rap	1.20 2812		1	
634	15127	ins	0.00 1300			1
634	15127	fus	0.00 1512	1		
634	15127	rap	0.50 2252		1	
635	10354	ins	0.00 1360			1
635	10354	fus	0.00 1516	1		
635	10354	rap	0.23 1908		1	
636	1364	rap	0.00 1316		1	
636	1364	ins	0.00 1292		1	
636	1364	fus	0.00 1312		1	
637	28265	ins	0.00 1404			1
637	28265	fus	0.00 1740	1		
637	28265	rap	1.81 3168		1	
638	2447	fus	0.00 1328	1		
638	2447	ins	0.00 1220	1		
638	2447	rap	0.01 1364		1	
639	10467	ins	0.00 1332			
639	10467	fus	0.00 1484	1		
639	10467	rap	0.26 2008		1	
640	32157	ins	0.00 1536			1
640	32157	fus	0.00 1772	1		
640	32157	rap	2.65 3512		1	
641	5937	fus	0.00 1380	1		
641	5937	ins	0.00 1240			1
641	5937	rap	0.09 1612		1	
642	27448	ins	0.00 1452			1
642	27448	fus	0.00 1684	1		
642	27448	rap	1.76 3208		1	
643	24586	fus	0.00 1656	1		
643	24586	ins	0.00 1372			1
643	24586	rap	1.41 2988		1	
644	2987	ins	0.00 1252	1		
644	2987	fus	0.00 1284	1		
644	2987	rap	0.02 1436		1	
645	25777	ins	0.00 1476			1
645	25777	fus	0.00 1664	1		
645	25777	rap	1.56 3100		1	
646	31226	ins	0.00 1428			1
646	31226	fus	0.00 1728			1
646	31226	rap	2.31 3392		1	
647	22436	fus	0.00 1644	1		
647	22436	ins	0.00 1448	1		
647	22436	rap	1.31 2776		1	
648	28887	fus	0.00 1728			1
648	28887	ins	0.00 1484			1
648	28887	rap	2.00 3228		1	
649	27059	ins	0.00 1388	1		
649	27059	fus	0.00 1736	1		
649	27059	rap	1.70 3196		1	
650	14431	ins	0.00 1344			1
650	14431	fus	0.00 1532			1
650	14431	rap	0.55 2288		1	
651	13188	ins	0.00 1300			1
651	13188	fus	0.00 1500	1		
651	13188	rap	0.40 2212		1	
652	27158	ins	0.00 1392			1
652	27158	fus	0.00 1740			1
652	27158	rap	1.92 3096		1	
653	5668	ins	0.00 1336			1
653	5668	fus	0.00 1372	1		
653	5668	rap	0.07 1588		1	
654	22170	ins	0.00 1352			1
654	22170	fus	0.00 1652	1		
654	22170	rap	1.27 2844		1	
655	24257	fus	0.00 1740	1		
655	24257	ins	0.00 1372	1		
655	24257	rap	1.63 2832		1	
656	1173	ins	0.00 1284	1		
656	1173	rap	0.00 1308		1	
656	1173	fus	0.00 1252		1	
657	31514	fus	0.00 1780	1		
657	31514	ins	0.00 1424	1		
657	31514	rap	2.42 3504		1	
658	10957	ins	0.00 1260	1		
658	10957	fus	0.00 1404	1		
658	10957	rap	0.32 2000		1	
659	16932	fus	0.00 1528	1		
659	16932	ins	0.00 1312	1		
659	16932	rap	0.67 2376		1	
660	7870	ins	0.00 1344			1
660	7870	fus	0.00 1408			1
660	7870	rap	0.15 1800		1	
661	30585	fus	0.00 1708	1		
661	30585	ins	0.00 1420			1
661	30585	rap	2.18 3348		1	
662	26970	ins	0.00 1492			1
662	26970	fus	0.00 1656			1
662	26970	rap	1.62 3124		1	
663	26231	fus	0.00 1696	1		
663	26231	ins	0.00 1392	1		
663	26231	rap	1.51 3072		1	
664	13920	ins	0.00 1344	1		
664	13920	fus	0.00 1536	1		
664	13920	rap	0.40 2172		1	
665	2573	fus	0.00 1328			1
665	2573	ins	0.00 1276			1
665	2573	rap	0.02 1352		1	
666	8004	ins	0.00 1312	1		
666	8004	fus	0.00 1380	1		
666	8004	rap	0.14 1752		1	
667	22828	ins	0.00 1444			1
667	22828	fus	0.00 1600	1		
667	22828	rap	1.20 2780		1	
668	32226	ins	0.00 1540			1
668	32226	fus	0.00 1780	1		
668	32226	rap	2.28 3528		1	
669	23653	fus	0.00 1648	1		
669	23653	ins	0.00 1316	1		
669	23653	rap	1.15 2912		1	
670	11432	ins	0.00 1216	1		
670	11432	fus	0.00 1432	1		
670	11432	rap	0.27 2096		1	
671	9934	fus	0.00 1340			1
671	9934	ins	0.00 1364			1
671	9934	rap	0.22 1888		1	
672	18063	fus	0.00 1576	1		
672	18063	ins	0.00 1424			1
672	18063	rap	0.70 2524		1	
673	13080	ins	0.00 1380	1		
673	13080	fus	0.00 1476	1		
673	13080	rap	0.36 2116		1	
674	8924	ins	0.00 1268	1		
674	8924	fus	0.00 1488	1		
674	8924	rap	0.17 1860		1	
675	28612	ins	0.00 1400	1		
675	28612	fus	0.00 1760	1		
675	28612	rap	1.72 3188		1	
676	19724	fus	0.00 1540			1
676	19724	ins	0.00 1392			1
676	19724	rap	0.81 2568		1	
677	29694	ins	0.00 1428	1		
677	29694	fus	0.00 1820	1		
677	29694	rap	1.86 3348		1	
678	24179	fus	0.00 1696	1		
678	24179	ins	0.00 1476			1
678	24179	rap	1.21 2952		1	
679	873	fus	0.00 1304		1	
679	873	ins	0.00 1184			
679	873	rap	0.00 1332		1	
680	9590	fus	0.00 1472	1		
680	9590	ins	0.00 1252	1		
680	9590	rap	0.20 1920		1	
681	4745	fus	0.00 1356	1		
681	4745	ins	0.00 1308	1		
681	4745	rap	0.05 1516		1	
682	15420	ins	0.00 1304			1
682	15420	fus	0.00 1520	1		
682	15420	rap	0.50 2364		1	
683	16699	fus	0.00 1528	1		
683	16699	ins	0.00 1324			1
683	16699	rap	0.63 2348		1	
684	25289	ins	0.00 1488			1
684	25289	fus	0.00 1720			1
684	25289	rap	1.33 3064		1	
685	9036	ins	0.00 1324	1		
685	9036	fus	0.00 1396	1		
685	9036	rap	0.17 1880		1	
686	28695	ins	0.00 1524			1
686	28695	fus	0.00 1740			1
686	28695	rap	1.72 3220		1	
687	21791	ins	0.00 1436			1
687	21791	fus	0.00 1528			1
687	21791	rap	1.05 2828		1	
688	6509	fus	0.00 1372			1
688	6509	ins	0.00 1316			1
688	6509	rap	0.08 1656		1	
689	6273	fus	0.00 1356	1		
689	6273	ins	0.00 1284	1		
689	6273	rap	0.08 1620		1	
690	28117	fus	0.00 1680	1		
690	28117	ins	0.00 1504	1		
690	28117	rap	1.74 3252		1	
691	6306	ins	0.00 1344			1
691	6306	fus	0.00 1284			1
691	6306	rap	0.08 1720		1	
692	26492	ins	0.00 1472			1
692	26492	fus	0.00 1704	1		
692	26492	rap	1.46 3036		1	
693	12835	fus	0.00 1508			1
693	12835	ins	0.00 1228			1
693	12835	rap	0.36 2128		1	
694	19441	ins	0.00 1380	1		
694	19441	fus	0.00 1592	1		
694	19441	rap	0.85 2620		1	
695	4609	fus	0.00 1360			1
695	4609	ins	0.00 1288			1
695	4609	rap	0.04 1604		1	
696	17692	ins	0.00 1412			1
696	17692	fus	0.00 1520	1		
696	17692	rap	0.65 2540		1	
697	1350	ins	0.00 1256	1		
697	1350	fus	0.00 1324	1		
697	1350	rap	0.00 1384		1	
698	162	rap	0.00 1204			1
698	162	fus	0.00 1236			1
698	162	ins	0.00 1272			1
699	20949	ins	0.00 1436			1
699	20949	fus	0.00 1616	1		
699	20949	rap	0.98 2748		1	
700	18258	ins	0.00 1324			1
700	18258	fus	0.00 1576			1
700	18258	rap	0.76 2460		1	
701	6122	ins	0.00 1344	1		
701	6122	fus	0.00 1376	1		
701	6122	rap	0.08 1700		1	
702	8983	fus	0.00 1420	1		
702	8983	ins	0.00 1244	1		
702	8983	rap	0.17 1888		1	
703	24986	ins	0.00 1468			1
703	24986	fus	0.00 1744	1		
703	24986	rap	1.44 3024		1	
704	5753	fus	0.00 1340			1
704	5753	ins	0.00 1280			1
704	5753	rap	0.07 1600		1	
705	6959	ins	0.00 1288			1
705	6959	fus	0.00 1384	1		
705	6959	rap	0.11 1720		1	
706	21366	ins	0.00 1420			1
706	21366	fus	0.00 1520			1
706	21366	rap	1.12 2768		1	
707	17681	ins	0.00 1324			1
707	17681	fus	0.00 1556	1		
707	17681	rap	0.65 2420		1	
708	11267	fus	0.00 1496	1		
708	11267	ins	0.00 1368			1
708	11267	rap	0.26 2084		1	
709	10151	fus	0.00 1416	1		
709	10151	ins	0.00 1352			1
709	10151	rap	0.21 1948		1	
710	28748	ins	0.00 1404			1
710	28748	fus	0.00 1760	1		
710	28748	rap	1.72 3284		1	
711	18416	ins	0.00 1380			1
711	18416	fus	0.00 1516	1		
711	18416	rap	0.70 2576		1	
712	2891	fus	0.00 1364	1		
712	2891	ins	0.00 1272	1		
712	2891	rap	0.02 1468		1	
713	11020	ins	0.00 1340	1		
713	11020	fus	0.00 1428	1		
713	11020	rap	0.28 1952		1	
714	21175	ins	0.00 1364	1		
714	21175	fus	0.00 1640	1		
714	21175	rap	0.98 2744		1	
715	11428	ins	0.00 1264	1		
715	11428	fus	0.00 1444	1		
715	11428	rap	0.27 1992		1	
716	4211	ins	0.00 1304	1		
716	4211	fus	0.00 1352	1		
716	4211	rap	0.03 1548		1	
717	10810	ins	0.00 1264	1		
717	10810	fus	0.00 1524	1		
717	10810	rap	0.24 2036		1	
718	4874	fus	0.00 1360	1		
718	4874	ins	0.00 1332			1
718	4874	rap	0.05 1516		1	
719	9439	ins	0.00 1252	1		
719	9439	fus	0.00 1432	1		
719	9439	rap	0.18 1932		1	
720	20834	ins	0.00 1360	1		
720	20834	fus	0.00 1512	1		
720	20834	rap	0.89 2760		1	
721	12565	ins	0.00 1392			
721	12565	fus	0.00 1428	1		
721	12565	rap	0.32 2056		1	
722	1379	ins	0.00 1136	1		
722	1379	fus	0.00 1252	1		
722	1379	rap	0.00 1344		1	
723	23225	ins	0.00 1464			1
723	23225	fus	0.00 1688	1		
723	23225	rap	1.14 2896		1	
724	1574	fus	0.00 1284	1		
724	1574	rap	0.00 1308			1
724	1574	ins	0.00 1292			1
725	19330	fus	0.00 1580	1		
725	19330	ins	0.00 1388			1
725	19330	rap	0.83 2484		1	
726	28641	ins	0.00 1520			1
726	28641	fus	0.00 1756	1		
726	28641	rap	1.73 3248		1	
727	30082	ins	0.00 1416	1		
727	30082	fus	0.00 1792	1		
727	30082	rap	1.89 3240		1	
728	21220	ins	0.00 1396	1		
728	21220	fus	0.00 1628	1		
728	21220	rap	0.94 2788		1	
729	17385	fus	0.00 1552	1		
729	17385	ins	0.00 1392			1
729	17385	rap	0.67 2396		1	
730	12202	fus	0.00 1476	1		
730	12202	ins	0.00 1384			1
730	12202	rap	0.34 2104		1	
731	27863	fus	0.00 1756	1		
731	27863	ins	0.00 1472	1		
731	27863	rap	1.62 3240		1	
732	13959	fus	0.00 1456	1		
732	13959	ins	0.00 1404	1		
732	13959	rap	0.45 2152		1	
733	5667	fus	0.00 1276			1
733	5667	ins	0.00 1280			1
733	5667	rap	0.06 1524		1	
734	30648	fus	0.00 1772	1		
734	30648	ins	0.00 1420	1		
734	30648	rap	2.02 3404		1	
735	233	rap	0.00 1140	1		
735	233	fus	0.00 1236	1		
735	233	ins	0.00 1296	1		
736	4001	ins	0.00 1312			1
736	4001	fus	0.00 1384	1		
736	4001	rap	0.04 1552		1	
737	14937	fus	0.00 1488	1		
737	14937	ins	0.00 1368	1		
737	14937	rap	0.50 2276		1	
738	24665	ins	0.00 1324			1
738	24665	fus	0.00 1700	1		
738	24665	rap	1.33 3016		1	
739	18954	fus	0.00 1540	1		
739	18954	ins	0.00 1448			1
739	18954	rap	0.78 2592		1	
740	11872	ins	0.00 1316	1		
740	11872	fus	0.00 1416	1		
740	11872	rap	0.29 2028		1	
741	19099	ins	0.00 1280			1
741	19099	fus	0.00 1580	1		
741	19099	rap	0.78 2620		1	
742	19159	fus	0.00 1588	1		
742	19159	ins	0.00 1404	1		
742	19159	rap	0.75 2520		1	
743	14030	ins	0.00 1372			1
743	14030	fus	0.00 1484			1
743	14030	rap	0.40 2180		1	
744	21038	ins	0.00 1432			1
744	21038	fus	0.00 1592	1		
744	21038	rap	0.91 2680		1	
745	1226	ins	0.00 1132			1
745	1226	fus	0.00 1324			1
745	1226	rap	0.00 1360		1	
746	17385	ins	0.00 1316			1
746	17385	fus	0.00 1512	1		
746	17385	rap	0.63 2484		1	
747	5394	fus	0.00 1360	1		
747	5394	ins	0.00 1292	1		
747	5394	rap	0.06 1500		1	
748	10199	ins	0.00 1332	1		
748	10199	fus	0.00 1344	1		
748	10199	rap	0.22 1992		1	
749	20917	ins	0.00 1360	1		
749	20917	fus	0.00 1604	1		
749	20917	rap	0.90 2648		1	
750	25029	fus	0.00 1752	1		
750	25029	ins	0.00 1484			1
750	25029	rap	1.30 3056		1	
751	5300	fus	0.00 1320	1		
751	5300	ins	0.00 1236	1		
751	5300	rap	0.06 1496		1	
752	31276	ins	0.00 1504			1
752	31276	fus	0.00 1804			1
752	31276	rap	2.01 3484		1	
753	12118	fus	0.00 1456			
753	12118	ins	0.00 1320			
753	12118	rap	0.30 2024		1	
754	21981	fus	0.00 1600	1		
754	21981	ins	0.00 1348	1		
754	21981	rap	0.99 2832		1	
755	16677	fus	0.00 1492	1		
755	16677	ins	0.00 1328			1
755	16677	rap	0.58 2448		1	
756	2956	ins	0.00 1260			1
756	2956	fus	0.00 1288	1		
756	2956	rap	0.02 1436		1	
757	22385	fus	0.00 1672	1		
757	22385	ins	0.00 1412			1
757	22385	rap	1.05 2756		1	
758	6379	fus	0.00 1420	1		
758	6379	ins	0.00 1332	1		
758	6379	rap	0.09 1724		1	
759	14436	ins	0.00 1240			1
759	14436	fus	0.00 1504			1
759	14436	rap	0.43 2268		1	
760	24447	fus	0.00 1704			1
760	24447	ins	0.00 1372			1
760	24447	rap	1.24 2892		1	
761	18232	fus	0.00 1556	1		
761	18232	ins	0.00 1428	1		
761	18232	rap	0.70 2516		1	
762	22135	fus	0.00 1604			1
762	22135	ins	0.00 1404			1
762	22135	rap	1.04 2840		1	
763	17737	ins	0.00 1324			1
763	17737	fus	0.00 1516	1		
763	17737	rap	0.64 2444		1	
764	27000	ins	0.00 1496			1
764	27000	fus	0.00 1660	1		
764	27000	rap	1.52 3148		1	
765	30350	fus	0.00 1788	1		
765	30350	ins	0.00 1436			1
765	30350	rap	2.02 3396		1	
766	12385	fus	0.00 1500	1		
766	12385	ins	0.00 1292			1
766	12385	rap	0.34 2064		1	
767	528	ins	0.00 1184		1	
767	528	fus	0.00 1296		1	
767	528	rap	0.00 1316		1	
768	15298	ins	0.00 1388	1		
768	15298	fus	0.00 1548	1		
768	15298	rap	0.52 2308		1	
769	5193	fus	0.00 1372	1		
769	5193	ins	0.00 1220	1		
769	5193	rap	0.06 1544		1	
770	28295	ins	0.00 1480			1
770	28295	fus	0.00 1760	1		
770	28295	rap	1.70 3272		1	
771	552	ins	0.00 1268		1	
771	552	rap	0.00 1220		1	
771	552	fus	0.00 1196		1	
772	23313	ins	0.00 1464			1
772	23313	fus	0.00 1676	1		
772	23313	rap	1.21 2908		1	
773	31921	fus	0.00 1772	1		
773	31921	ins	0.00 1380	1		
773	31921	rap	2.20 3508		1	
774	1908	fus	0.00 1312	1		
774	1908	ins	0.00 1216	1		
774	1908	rap	0.00 1404		1	
775	29745	ins	0.00 1412	1		
775	29745	fus	0.00 1704	1		
775	29745	rap	2.00 3344		1	
776	1226	ins	0.00 1236	1		
776	1226	fus	0.00 1372	1		
776	1226	rap	0.00 1316		1	
777	6224	ins	0.00 1332	1		
777	6224	fus	0.00 1372	1		
777	6224	rap	0.08 1716		1	
778	25284	ins	0.00 1328	1		
778	25284	fus	0.00 1688	1		
778	25284	rap	1.36 3004		1	
779	4038	fus	0.00 1424	1		
779	4038	ins	0.00 1296	1		
779	4038	rap	0.04 1576		1	
780	21077	ins	0.00 1432			1
780	21077	fus	0.00 1620	1		
780	21077	rap	1.03 2680		1	
781	8730	ins	0.00 1332			1
781	8730	fus	0.00 1492	1		
781	8730	rap	0.20 1808		1	
782	9074	fus	0.00 1396	1		
782	9074	ins	0.00 1248	1		
782	9074	rap	0.24 1820		1	
783	20310	ins	0.00 1432			1
783	20310	fus	0.00 1632			1
783	20310	rap	1.06 2552		1	
784	28055	ins	0.00 1420			1
784	28055	fus	0.00 1712			1
784	28055	rap	1.96 3144		1	
785	12141	fus	0.00 1472			1
785	12141	ins	0.00 1288			1
785	12141	rap	0.31 2036		1	
786	19949	fus	0.00 1568	1		
786	19949	ins	0.00 1428			1
786	19949	rap	0.93 2696		1	
