test	taille	exe	exectime	memory	mmm
793	29976	ins	0.66 1500			1
794	8274	rap	0.00 1260		1	
794	8274	fus	0.00 1416	1		
794	8274	ins	0.04 1352			1
795	8344	fus	0.00 1420	1		
795	8344	rap	0.00 1244	1		
795	8344	ins	0.05 1336			1
796	10717	fus	0.00 1404		1	
796	10717	rap	0.00 1336		1	
796	10717	ins	0.08 1380			1
797	18611	fus	0.00 1564		1	
797	18611	rap	0.00 1420		1	
797	18611	ins	0.25 1332			1
798	32480	rap	0.00 1532	1		
798	32480	fus	0.00 1732	1		
798	32480	ins	0.78 1540			1
799	26557	fus	0.00 1648	1		
799	26557	rap	0.00 1436	1		
799	26557	ins	0.53 1488			1
800	29203	fus	0.00 1712		1	
800	29203	rap	0.00 1408		1	
800	29203	ins	0.67 1512			1
801	1619	fus	0.00 1308			1
801	1619	rap	0.00 1296	1		
801	1619	ins	0.00 1240			1
802	27049	rap	0.00 1464	1		
802	27049	fus	0.00 1656	1		
802	27049	ins	0.54 1468			1
803	1494	rap	0.00 1272	1		
803	1494	ins	0.00 1304			1
803	1494	fus	0.00 1256			1
804	31398	fus	0.00 1808	1		
804	31398	rap	0.00 1440	1		
804	31398	ins	0.72 1448			1
805	25184	rap	0.00 1460		1	
805	25184	fus	0.00 1580	1		
805	25184	ins	0.49 1496			1
806	19395	fus	0.00 1536	1		
806	19395	rap	0.00 1416	1		
806	19395	ins	0.29 1416			1
807	11777	fus	0.00 1420		1	
807	11777	rap	0.00 1324		1	
807	11777	ins	0.10 1328			1
808	25054	rap	0.00 1488	1		
808	25054	fus	0.00 1700	1		
808	25054	ins	0.50 1464			1
809	21769	fus	0.00 1600	1		
809	21769	rap	0.00 1468	1		
809	21769	ins	0.34 1460			1
810	1471	ins	0.00 1284			1
810	1471	rap	0.00 1308			1
810	1471	fus	0.00 1280			1
811	27839	rap	0.00 1456	1		
811	27839	fus	0.00 1752	1		
811	27839	ins	0.56 1516			1
812	13826	rap	0.00 1284		1	
812	13826	fus	0.00 1508	1		
812	13826	ins	0.14 1280			1
813	1299	rap	0.00 1208			1
813	1299	fus	0.00 1288			1
813	1299	ins	0.00 1284			1
814	16860	fus	0.00 1540		1	
814	16860	rap	0.00 1404		1	
814	16860	ins	0.21 1384			1
815	8827	rap	0.00 1304	1		
815	8827	fus	0.00 1372	1		
815	8827	ins	0.06 1244			1
816	28325	fus	0.00 1680		1	
816	28325	rap	0.00 1408		1	
816	28325	ins	0.58 1404			1
817	23976	rap	0.00 1364		1	
817	23976	fus	0.00 1668		1	
817	23976	ins	0.42 1472			1
818	29772	fus	0.00 1708	1		
818	29772	rap	0.00 1496	1		
818	29772	ins	0.66 1420			1
819	19371	fus	0.00 1544		1	
819	19371	rap	0.00 1408		1	
819	19371	ins	0.28 1432			1
820	8264	fus	0.00 1364	1		
820	8264	rap	0.00 1352	1		
820	8264	ins	0.05 1264			1
821	11726	rap	0.00 1276		1	
821	11726	fus	0.00 1460		1	
821	11726	ins	0.10 1328			1
822	20717	rap	0.00 1364		1	
822	20717	fus	0.00 1636		1	
822	20717	ins	0.31 1440			1
823	22097	fus	0.00 1592	1		
823	22097	rap	0.00 1372	1		
823	22097	ins	0.36 1428			1
824	10421	fus	0.00 1416	1		
824	10421	rap	0.00 1376		1	
824	10421	ins	0.08 1208			1
825	15486	fus	0.00 1600		1	
825	15486	rap	0.00 1296		1	
825	15486	ins	0.18 1316			1
826	9455	fus	0.00 1504	1		
826	9455	rap	0.00 1352	1		
826	9455	ins	0.07 1328			1
827	4158	rap	0.00 1320	1		
827	4158	fus	0.00 1340	1		
827	4158	ins	0.01 1268			1
828	2312	fus	0.00 1328			1
828	2312	rap	0.00 1212		1	
828	2312	ins	0.00 1196			1
829	6262	rap	0.00 1284	1		
829	6262	fus	0.00 1416	1		
829	6262	ins	0.03 1312			1
830	12202	fus	0.00 1448	1		
830	12202	rap	0.00 1276	1		
830	12202	ins	0.11 1384			1
831	26385	fus	0.00 1696		1	
831	26385	rap	0.00 1384		1	
831	26385	ins	0.51 1492			1
832	20867	rap	0.00 1360	1		
832	20867	fus	0.00 1580	1		
832	20867	ins	0.32 1292			1
833	4282	rap	0.00 1208	1		
833	4282	fus	0.00 1304	1		
833	4282	ins	0.01 1208			1
834	21361	fus	0.00 1520	1		
834	21361	rap	0.00 1364	1		
834	21361	ins	0.34 1456			1
835	24087	rap	0.00 1372		1	
835	24087	fus	0.00 1688		1	
835	24087	ins	0.42 1484			1
836	22879	rap	0.00 1356		1	
836	22879	fus	0.00 1640		1	
836	22879	ins	0.39 1468			1
837	14149	fus	0.00 1456		1	
837	14149	rap	0.00 1292		1	
837	14149	ins	0.15 1404			1
838	26643	fus	0.00 1680	1		
838	26643	rap	0.00 1440	1		
838	26643	ins	0.53 1508			1
839	4976	rap	0.00 1272		1	
839	4976	fus	0.00 1368	1		
839	4976	ins	0.02 1292			1
840	19547	rap	0.00 1280		1	
840	19547	fus	0.00 1620	1		
840	19547	ins	0.28 1328			1
841	7451	fus	0.00 1392	1		
841	7451	rap	0.00 1232	1		
841	7451	ins	0.04 1320			1
842	7437	fus	0.00 1352	1		
842	7437	rap	0.00 1236	1		
842	7437	ins	0.04 1328			1
843	7760	rap	0.00 1312		1	
843	7760	fus	0.00 1444		1	
843	7760	ins	0.04 1244			1
844	15470	fus	0.00 1528		1	
844	15470	rap	0.00 1368		1	
844	15470	ins	0.17 1408			1
845	1473	rap	0.00 1264	1		
845	1473	ins	0.00 1276			1
845	1473	fus	0.00 1208			1
846	30400	rap	0.00 1472	1		
846	30400	fus	0.00 1760	1		
846	30400	ins	0.68 1528			1
847	22054	rap	0.00 1456	1		
847	22054	fus	0.00 1660	1		
847	22054	ins	0.37 1468			1
848	31523	fus	0.00 1812		1	
848	31523	rap	0.00 1480		1	
848	31523	ins	0.73 1500			1
849	25584	fus	0.00 1680	1		
849	25584	rap	0.00 1448		1	
849	25584	ins	0.48 1392			1
850	22469	rap	0.00 1448		1	
850	22469	fus	0.00 1592	1		
850	22469	ins	0.37 1472			1
851	821	rap	0.00 1296			1
851	821	ins	0.00 1284			1
851	821	fus	0.00 1248			1
852	14971	fus	0.00 1592		1	
852	14971	rap	0.00 1388		1	
852	14971	ins	0.17 1312			1
853	9023	rap	0.00 1224		1	
853	9023	fus	0.00 1404		1	
853	9023	ins	0.06 1280			1
854	13964	rap	0.00 1344	1		
854	13964	fus	0.00 1492	1		
854	13964	ins	0.15 1372			1
855	24297	fus	0.00 1660		1	
855	24297	rap	0.00 1480		1	
855	24297	ins	0.43 1444			1
856	14861	rap	0.00 1388	1		
856	14861	fus	0.00 1588	1		
856	14861	ins	0.16 1312			1
857	28620	fus	0.00 1732	1		
857	28620	rap	0.00 1488	1		
857	28620	ins	0.60 1408			1
858	31704	rap	0.00 1528	1		
858	31704	fus	0.00 1740	1		
858	31704	ins	0.73 1436			1
859	28451	rap	0.00 1476		1	
859	28451	fus	0.00 1736	1		
859	28451	ins	0.60 1452			1
860	6129	rap	0.00 1304		1	
860	6129	fus	0.00 1416		1	
860	6129	ins	0.02 1328			1
861	6491	rap	0.00 1328	1		
861	6491	fus	0.00 1456	1		
861	6491	ins	0.03 1332			1
862	21384	rap	0.00 1448		1	
862	21384	fus	0.00 1628	1		
862	21384	ins	0.34 1440			1
863	18009	fus	0.00 1560	1		
863	18009	rap	0.00 1344	1		
863	18009	ins	0.24 1404			1
864	12482	rap	0.00 1384	1		
864	12482	fus	0.00 1428	1		
864	12482	ins	0.11 1392			1
865	11747	rap	0.00 1284	1		
865	11747	fus	0.00 1540	1		
865	11747	ins	0.10 1328			1
866	13782	rap	0.00 1292		1	
866	13782	fus	0.00 1456	1		
866	13782	ins	0.14 1236			1
867	12627	rap	0.00 1224		1	
867	12627	fus	0.00 1484	1		
867	12627	ins	0.12 1360			1
868	25758	rap	0.00 1500		1	
868	25758	fus	0.00 1712	1		
868	25758	ins	0.49 1464			1
869	25955	fus	0.00 1760	1		
869	25955	rap	0.00 1484	1		
869	25955	ins	0.48 1484			1
870	4830	rap	0.00 1228	1		
870	4830	fus	0.00 1344	1		
870	4830	ins	0.02 1164			1
871	27061	fus	0.00 1732	1		
871	27061	rap	0.00 1500		1	
871	27061	ins	0.54 1388			1
872	7840	fus	0.00 1400		1	
872	7840	rap	0.00 1332		1	
872	7840	ins	0.04 1352			1
873	23841	rap	0.00 1388		1	
873	23841	fus	0.00 1644	1		
873	23841	ins	0.41 1368			1
874	31957	rap	0.00 1532		1	
874	31957	fus	0.00 1812	1		
874	31957	ins	0.74 1504			1
875	16687	fus	0.00 1444	1		
875	16687	rap	0.00 1328		1	
875	16687	ins	0.20 1328			1
876	9635	fus	0.00 1440		1	
876	9635	rap	0.00 1340		1	
876	9635	ins	0.07 1352			1
877	11217	rap	0.00 1320		1	
877	11217	fus	0.00 1432		1	
877	11217	ins	0.10 1216			1
878	31911	rap	0.00 1444		1	
878	31911	fus	0.00 1812	1		
878	31911	ins	0.75 1516			1
879	1347	fus	0.00 1252			1
879	1347	rap	0.00 1184			1
879	1347	ins	0.00 1260			1
880	15634	rap	0.00 1304	1		
880	15634	fus	0.00 1484	1		
880	15634	ins	0.19 1408			1
881	16057	rap	0.00 1420	1		
881	16057	fus	0.00 1564	1		
881	16057	ins	0.20 1376			1
882	2104	fus	0.00 1324	1		
882	2104	rap	0.00 1304			1
882	2104	ins	0.00 1288			1
883	26257	fus	0.00 1668	1		
883	26257	rap	0.00 1476		1	
883	26257	ins	0.56 1332			1
884	3863	rap	0.00 1204	1		
884	3863	fus	0.00 1376	1		
884	3863	ins	0.01 1224			1
885	21134	rap	0.00 1428	1		
885	21134	fus	0.00 1624	1		
885	21134	ins	0.33 1404			1
886	11823	fus	0.00 1472	1		
886	11823	rap	0.00 1324	1		
886	11823	ins	0.10 1388			1
887	20862	rap	0.00 1400		1	
887	20862	fus	0.00 1620	1		
887	20862	ins	0.34 1448			1
888	26352	fus	0.00 1732		1	
888	26352	rap	0.00 1444		1	
888	26352	ins	0.50 1496			1
889	15267	fus	0.00 1476		1	
889	15267	rap	0.00 1404		1	
889	15267	ins	0.18 1368			1
890	32302	rap	0.00 1512		1	
890	32302	fus	0.00 1740	1		
890	32302	ins	0.83 1508			1
891	14506	fus	0.00 1484	1		
891	14506	rap	0.00 1384	1		
891	14506	ins	0.16 1404			1
892	32023	rap	0.00 1444		1	
892	32023	fus	0.00 1756	1		
892	32023	ins	0.82 1504			1
893	18594	rap	0.00 1428		1	
893	18594	fus	0.00 1576	1		
893	18594	ins	0.26 1400			1
894	18846	fus	0.00 1576		1	
894	18846	rap	0.00 1340		1	
894	18846	ins	0.26 1412			1
895	29919	fus	0.00 1724	1		
895	29919	rap	0.00 1472	1		
895	29919	ins	0.71 1416			1
896	7183	rap	0.00 1232	1		
896	7183	fus	0.00 1432	1		
896	7183	ins	0.04 1232			1
897	17935	rap	0.00 1320		1	
897	17935	fus	0.00 1524	1		
897	17935	ins	0.26 1424			1
898	21045	fus	0.00 1576	1		
898	21045	rap	0.00 1456		1	
898	21045	ins	0.36 1340			1
899	23675	fus	0.00 1632	1		
899	23675	rap	0.00 1472		1	
899	23675	ins	0.43 1444			1
900	20455	rap	0.00 1440	1		
900	20455	fus	0.00 1596	1		
900	20455	ins	0.31 1384			1
901	31228	rap	0.00 1516	1		
901	31228	fus	0.00 1760	1		
901	31228	ins	0.75 1488			1
902	18365	rap	0.00 1396	1		
902	18365	fus	0.00 1524	1		
902	18365	ins	0.26 1432			1
903	7311	rap	0.00 1252	1		
903	7311	fus	0.00 1396	1		
903	7311	ins	0.04 1256			1
904	18761	fus	0.00 1584	1		
904	18761	rap	0.00 1332	1		
904	18761	ins	0.29 1384			1
905	10075	fus	0.00 1388	1		
905	10075	rap	0.00 1256	1		
905	10075	ins	0.10 1328			1
906	3994	rap	0.00 1312	1		
906	3994	ins	0.01 1160			1
906	3994	fus	0.00 1352	1		
907	26204	fus	0.00 1684	1		
907	26204	rap	0.00 1472		1	
907	26204	ins	0.54 1388			1
908	18338	rap	0.00 1420		1	
908	18338	fus	0.00 1644	1		
908	18338	ins	0.26 1320			1
909	32641	fus	0.00 1832	1		
909	32641	rap	0.00 1536	1		
909	32641	ins	0.80 1440			1
910	12015	fus	0.00 1476	1		
910	12015	rap	0.00 1272	1		
910	12015	ins	0.12 1380			1
911	1318	ins	0.00 1272		1	
911	1318	fus	0.00 1252		1	
911	1318	rap	0.00 1188		1	
912	20028	fus	0.00 1620		1	
912	20028	rap	0.00 1396		1	
912	20028	ins	0.29 1400			1
913	2138	fus	0.00 1320	1		
913	2138	rap	0.00 1196	1		
913	2138	ins	0.00 1296			1
914	6583	fus	0.00 1288	1		
914	6583	rap	0.00 1288	1		
914	6583	ins	0.03 1280			1
915	30424	rap	0.00 1520		1	
915	30424	fus	0.00 1748	1		
915	30424	ins	0.70 1500			1
916	13018	fus	0.00 1456	1		
916	13018	rap	0.00 1352		1	
916	13018	ins	0.15 1280			1
917	10948	rap	0.00 1364	1		
917	10948	fus	0.00 1524	1		
917	10948	ins	0.10 1212			1
918	24867	rap	0.00 1324		1	
918	24867	fus	0.00 1676		1	
918	24867	ins	0.52 1392			1
919	28417	fus	0.00 1720	1		
919	28417	rap	0.00 1420	1		
919	28417	ins	0.69 1476			1
920	1857	rap	0.00 1264			
920	1857	ins	0.00 1276			1
920	1857	fus	0.00 1316			1
921	797	fus	0.00 1264		1	
921	797	ins	0.00 1184		1	
921	797	rap	0.00 1256		1	
922	6952	rap	0.00 1252	1		
922	6952	fus	0.00 1340	1		
922	6952	ins	0.04 1228			1
923	7325	rap	0.00 1292	1		
923	7325	fus	0.00 1368	1		
923	7325	ins	0.05 1252			1
924	12652	fus	0.00 1380		1	
924	12652	rap	0.00 1272		1	
924	12652	ins	0.16 1272			1
925	1754	rap	0.00 1192			1
925	1754	fus	0.00 1260			1
925	1754	ins	0.00 1208			1
926	2311	rap	0.00 1244			1
926	2311	fus	0.00 1316			1
926	2311	ins	0.00 1268			1
927	30649	rap	0.00 1504		1	
927	30649	fus	0.00 1712	1		
927	30649	ins	0.76 1436			1
928	14889	fus	0.00 1544		1	
928	14889	rap	0.00 1412		1	
928	14889	ins	0.17 1352			1
929	3672	fus	0.00 1340		1	
929	3672	rap	0.00 1308		1	
929	3672	ins	0.01 1284			1
930	1087	fus	0.00 1340			1
930	1087	ins	0.00 1260			1
930	1087	rap	0.00 1244			1
931	7596	rap	0.00 1356		1	
931	7596	fus	0.00 1408		1	
931	7596	ins	0.05 1332			1
932	20570	fus	0.00 1608	1		
932	20570	rap	0.00 1400		1	
932	20570	ins	0.34 1388			1
933	7305	fus	0.00 1468		1	
933	7305	rap	0.00 1308		1	
933	7305	ins	0.04 1328			1
934	1361	fus	0.00 1376			1
934	1361	ins	0.00 1244			1
934	1361	rap	0.00 1208			1
935	21845	fus	0.00 1624	1		
935	21845	rap	0.00 1372		1	
935	21845	ins	0.41 1364			1
936	5894	rap	0.00 1308		1	
936	5894	fus	0.00 1400		1	
936	5894	ins	0.03 1296			1
937	17595	rap	0.00 1428		1	
937	17595	fus	0.00 1508	1		
937	17595	ins	0.26 1408			1
938	1004	fus	0.00 1296	1		
938	1004	rap	0.00 1292	1		
938	1004	ins	0.00 1244			1
939	20249	fus	0.00 1640		1	
939	20249	rap	0.00 1440		1	
939	20249	ins	0.34 1356			1
940	11182	fus	0.00 1460	1		
940	11182	rap	0.00 1280		1	
940	11182	ins	0.11 1372			1
941	120	rap	0.00 1236			1
941	120	ins	0.00 1184			1
941	120	fus	0.00 1292			1
942	26555	fus	0.00 1656	1		
942	26555	rap	0.00 1384	1		
942	26555	ins	0.62 1500			1
943	17720	rap	0.00 1396		1	
943	17720	fus	0.00 1512	1		
943	17720	ins	0.29 1424			1
944	10997	rap	0.00 1368	1		
944	10997	fus	0.00 1408	1		
944	10997	ins	0.09 1356			1
945	28925	fus	0.00 1696	1		
945	28925	rap	0.00 1484		1	
945	28925	ins	0.69 1508			1
946	13893	rap	0.00 1288		1	
946	13893	fus	0.00 1496	1		
946	13893	ins	0.18 1288			1
947	16520	fus	0.00 1488		1	
947	16520	rap	0.00 1312		1	
947	16520	ins	0.27 1424			1
948	19003	rap	0.00 1380		1	
948	19003	fus	0.00 1584	1		
948	19003	ins	0.30 1416			1
949	2962	rap	0.00 1272			1
949	2962	ins	0.00 1308			1
949	2962	fus	0.00 1316		1	
950	30519	rap	0.00 1512	1		
950	30519	fus	0.00 1712	1		
950	30519	ins	0.74 1520			1
951	27821	rap	0.00 1404	1		
951	27821	fus	0.00 1624	1		
951	27821	ins	0.65 1468			1
952	11136	fus	0.00 1448		1	
952	11136	rap	0.00 1324		1	
952	11136	ins	0.11 1284			1
953	4749	rap	0.00 1292		1	
953	4749	fus	0.00 1392	1		
953	4749	ins	0.02 1308			1
954	2425	rap	0.00 1272	1		
954	2425	fus	0.00 1320	1		
954	2425	ins	0.00 1304			1
955	5978	fus	0.00 1328	1		
955	5978	rap	0.00 1228		1	
955	5978	ins	0.03 1244			1
956	21513	fus	0.00 1596	1		
956	21513	rap	0.00 1408	1		
956	21513	ins	0.41 1452			1
957	24998	rap	0.00 1396		1	
957	24998	fus	0.00 1708	1		
957	24998	ins	0.54 1368			1
958	1006	rap	0.00 1180	1		
958	1006	fus	0.00 1256			1
958	1006	ins	0.00 1292			1
959	23244	rap	0.00 1360		1	
959	23244	fus	0.00 1684	1		
959	23244	ins	0.41 1416			1
960	13676	fus	0.00 1516		1	
960	13676	rap	0.00 1304		1	
960	13676	ins	0.14 1340			1
961	30194	fus	0.00 1828	1		
961	30194	rap	0.00 1520		1	
961	30194	ins	0.67 1364			1
962	981	fus	0.00 1260	1		
962	981	rap	0.00 1288	1		
962	981	ins	0.00 1280	1		
963	15231	fus	0.00 1512	1		
963	15231	rap	0.00 1404	1		
963	15231	ins	0.16 1296			1
964	13536	fus	0.00 1524		1	
964	13536	rap	0.00 1356		1	
964	13536	ins	0.13 1232			1
965	9880	rap	0.00 1204		1	
965	9880	fus	0.00 1392		1	
965	9880	ins	0.07 1308			1
966	25809	fus	0.00 1684	1		
966	25809	rap	0.00 1460			
966	25809	ins	0.50 1384			1
967	2203	fus	0.00 1388	1		
967	2203	ins	0.00 1212			1
967	2203	rap	0.00 1272			1
968	14383	fus	0.00 1544	1		
968	14383	rap	0.00 1292		1	
968	14383	ins	0.15 1344			1
969	27480	fus	0.00 1740		1	
969	27480	rap	0.00 1500		1	
969	27480	ins	0.56 1504			1
970	2093	ins	0.00 1312			1
970	2093	fus	0.00 1316	1		
970	2093	rap	0.00 1300	1		
971	26133	rap	0.00 1488	1		
971	26133	fus	0.00 1668	1		
971	26133	ins	0.50 1480			1
972	14917	fus	0.00 1476	1		
972	14917	rap	0.00 1244		1	
972	14917	ins	0.16 1400			1
973	13873	fus	0.00 1468		1	
973	13873	rap	0.00 1360		1	
973	13873	ins	0.16 1332			1
974	9688	rap	0.00 1368	1		
974	9688	fus	0.00 1340	1		
974	9688	ins	0.08 1348			1
975	20814	rap	0.00 1420	1		
975	20814	fus	0.00 1648	1		
975	20814	ins	0.32 1344			1
976	5777	rap	0.00 1272		1	
976	5777	fus	0.00 1276		1	
976	5777	ins	0.02 1244			1
977	15033	rap	0.00 1244	1		
977	15033	fus	0.00 1484	1		
977	15033	ins	0.16 1296			1
978	8113	rap	0.00 1348	1		
978	8113	fus	0.00 1360	1		
978	8113	ins	0.04 1348			1
979	17890	rap	0.00 1316		1	
979	17890	fus	0.00 1520		1	
979	17890	ins	0.24 1404			1
980	18313	rap	0.00 1408		1	
980	18313	fus	0.00 1564	1		
980	18313	ins	0.24 1328			1
981	9937	rap	0.00 1312	1		
981	9937	fus	0.00 1408	1		
981	9937	ins	0.07 1332			1
982	10799	rap	0.00 1348	1		
982	10799	fus	0.00 1408	1		
982	10799	ins	0.08 1368			1
983	9301	fus	0.00 1400	1		
983	9301	rap	0.00 1248	1		
983	9301	ins	0.06 1336			1
984	5179	rap	0.00 1220	1		
984	5179	fus	0.00 1400	1		
984	5179	ins	0.02 1224			1
985	29409	rap	0.00 1360			
985	29409	fus	0.00 1784	1		
985	29409	ins	0.64 1488			1
986	14445	fus	0.00 1476		1	
986	14445	rap	0.00 1348		1	
986	14445	ins	0.15 1312			1
987	19449	rap	0.00 1412	1		
987	19449	fus	0.00 1544	1		
987	19449	ins	0.27 1436			1
988	5522	fus	0.00 1328	1		
988	5522	rap	0.00 1328		1	
988	5522	ins	0.02 1304			1
989	32399	fus	0.00 1748	1		
989	32399	rap	0.00 1536		1	
989	32399	ins	0.77 1520			1
990	11229	fus	0.00 1464	1		
990	11229	rap	0.00 1288		1	
990	11229	ins	0.09 1376			1
991	4258	fus	0.00 1376	1		
991	4258	rap	0.00 1328	1		
991	4258	ins	0.01 1300			1
992	14062	fus	0.00 1484	1		
992	14062	rap	0.00 1364	1		
992	14062	ins	0.14 1376			1
993	25502	rap	0.00 1496		1	
993	25502	fus	0.00 1756	1		
993	25502	ins	0.48 1436			1
994	29056	fus	0.00 1736	1		
994	29056	rap	0.00 1352	1		
994	29056	ins	0.68 1516			1
995	23466	fus	0.00 1608	1		
995	23466	rap	0.00 1376		1	
995	23466	ins	0.40 1448			1
996	12287	rap	0.00 1324		1	
996	12287	fus	0.00 1488		1	
996	12287	ins	0.11 1292			1
997	20094	rap	0.00 1388		1	
997	20094	fus	0.00 1636	1		
997	20094	ins	0.30 1344			1
998	2967	rap	0.00 1252	1		
998	2967	fus	0.00 1276			1
998	2967	ins	0.00 1312			1
999	11980	rap	0.00 1268	1		
999	11980	fus	0.00 1456	1		
999	11980	ins	0.10 1316			1
1000	5860	fus	0.00 1348	1		
1000	5860	rap	0.00 1276		1	
1000	5860	ins	0.02 1216			1
