test	taille	tri	tableau	exectime	memory
87	14107		croissant	0.00 1228
87	14107		decroissant	0.00 1184
87	14107		triPartiel	0.00 1248
88	8049		croissant	0.00 1196
88	8049		decroissant	0.00 1192
88	8049		triPartiel	0.00 1176
88	8049		croissant	0.00 1172
88	8049		decroissant	0.00 1168
88	8049		triPartiel	0.00 1252
89	30949		croissant	0.00 1164
89	30949		decroissant	0.00 1168
89	30949		triPartiel	0.00 1256
89	30949		croissant	0.00 1212
89	30949		decroissant	0.00 1184
89	30949		triPartiel	0.00 1184
90	9002		croissant	0.00 1192
90	9002		decroissant	0.00 1228
90	9002		triPartiel	0.00 1220
90	9002		croissant	0.00 1244
90	9002		decroissant	0.00 1184
90	9002		triPartiel	0.00 1204
91	26068		croissant	0.00 1192
91	26068		decroissant	0.00 1172
91	26068		triPartiel	0.00 1256
91	26068		croissant	0.00 1196
91	26068		decroissant	0.00 1220
91	26068		triPartiel	0.00 1196
92	5722		croissant	0.00 1172
92	5722		decroissant	0.00 1248
92	5722		triPartiel	0.00 1228
92	5722		croissant	0.00 1212
92	5722		decroissant	0.00 1212
92	5722		triPartiel	0.00 1172
93	6906		croissant	0.00 1228
93	6906		decroissant	0.00 1168
93	6906		triPartiel	0.00 1172
93	6906		croissant	0.00 1212
93	6906		decroissant	0.00 1228
93	6906		triPartiel	0.00 1192
94	21211		croissant	0.00 1172
94	21211		decroissant	0.00 1204
94	21211		triPartiel	0.00 1196
94	21211		croissant	0.00 1248
94	21211		decroissant	0.00 1192
94	21211		triPartiel	0.00 1212
95	1060		croissant	0.00 1252
95	1060		decroissant	0.00 1248
95	1060		triPartiel	0.00 1200
95	1060		croissant	0.00 1228
95	1060		decroissant	0.00 1192
95	1060		triPartiel	0.00 1228
96	9559		croissant	0.00 1204
96	9559		decroissant	0.00 1160
96	9559		triPartiel	0.00 1176
96	9559		croissant	0.00 1204
96	9559		decroissant	0.00 1248
96	9559		triPartiel	0.00 1256
97	6638		croissant	0.00 1220
97	6638		decroissant	0.00 1204
97	6638		triPartiel	0.00 1180
97	6638		croissant	0.00 1216
97	6638		decroissant	0.00 1168
97	6638		triPartiel	0.00 1216
98	5897		croissant	0.00 1176
98	5897		decroissant	0.00 1180
98	5897		triPartiel	0.00 1168
98	5897		croissant	0.00 1156
98	5897		decroissant	0.00 1228
98	5897		triPartiel	0.00 1192
99	8807		croissant	0.00 1180
99	8807		decroissant	0.00 1216
99	8807		triPartiel	0.00 1220
99	8807		croissant	0.00 1256
99	8807		decroissant	0.00 1212
99	8807		triPartiel	0.00 1248
100	19034		croissant	0.00 1180
100	19034		decroissant	0.00 1212
100	19034		triPartiel	0.00 1168
100	19034		croissant	0.00 1228
100	19034		decroissant	0.00 1160
100	19034		triPartiel	0.00 1180
101	6817		croissant	0.00 1256
101	6817		decroissant	0.00 1204
101	6817		triPartiel	0.00 1192
101	6817		croissant	0.00 1248
101	6817		decroissant	0.00 1192
101	6817		triPartiel	0.00 1212
102	32237		croissant	0.00 1196
102	32237		decroissant	0.00 1188
102	32237		triPartiel	0.00 1220
102	32237		croissant	0.00 1216
102	32237		decroissant	0.00 1156
102	32237		triPartiel	0.00 1256
103	6723		croissant	0.00 1160
103	6723		decroissant	0.00 1180
103	6723		triPartiel	0.00 1252
103	6723		croissant	0.00 1204
103	6723		decroissant	0.00 1180
103	6723		triPartiel	0.00 1252
104	28841		croissant	0.00 1168
104	28841		decroissant	0.00 1256
104	28841		triPartiel	0.00 1216
104	28841		croissant	0.00 1216
104	28841		decroissant	0.00 1192
104	28841		triPartiel	0.00 1244
105	17249		croissant	0.00 1168
105	17249		decroissant	0.00 1248
105	17249		triPartiel	0.00 1168
105	17249		croissant	0.00 1228
105	17249		decroissant	0.00 1252
105	17249		triPartiel	0.00 1164
106	27567		croissant	0.00 1176
106	27567		decroissant	0.00 1196
106	27567		triPartiel	0.00 1256
106	27567		croissant	0.00 1192
106	27567		decroissant	0.00 1192
106	27567		triPartiel	0.00 1216
107	29888		croissant	0.00 1204
107	29888		decroissant	0.00 1156
107	29888		triPartiel	0.00 1168
107	29888		croissant	0.00 1212
