test	taille	exe	exectime	memory	mmm
527	14000	ins	0.14 1292			1
528	52000	fus	0.00 2072		1	
528	52000	rap	0.01 1660		1	
528	52000	ins	1.94 1676			1
529	6000	fus	0.00 1328	1		
529	6000	rap	0.00 1220	1		
529	6000	ins	0.02 1304			1
530	51000	rap	0.00 1576		1	
530	51000	fus	0.01 2072	1		
530	51000	ins	1.85 1692			1
531	40000	rap	0.00 1596		1	
531	40000	fus	0.01 1908	1		
531	40000	ins	1.14 1512			1
532	51000	rap	0.00 1632		1	
532	51000	fus	0.01 2116	1		
532	51000	ins	1.87 1684			1
533	3000	fus	0.00 1300		1	
533	3000	rap	0.00 1204		1	
533	3000	ins	0.00 1300			1
534	19000	fus	0.00 1612	1		
534	19000	rap	0.00 1276	1		
534	19000	ins	0.25 1436			1
535	32000	fus	0.00 1764		1	
535	32000	rap	0.00 1476		1	
535	32000	ins	0.72 1444			1
536	29000	fus	0.00 1728	1		
536	29000	rap	0.00 1412	1		
536	29000	ins	0.60 1480			1
537	45000	rap	0.00 1604		1	
537	45000	fus	0.00 1976		1	
537	45000	ins	1.45 1604			1
538	35000	rap	0.00 1508		1	
538	35000	fus	0.00 1728	1		
538	35000	ins	0.87 1456			1
539	1000	rap	0.00 1188			1
539	1000	fus	0.00 1368			1
539	1000	ins	0.00 1192			1
540	5000	fus	0.00 1348	1		
540	5000	rap	0.00 1316	1		
540	5000	ins	0.02 1296			1
541	48000	rap	0.01 1628		1	
541	48000	fus	0.01 1992	1		
541	48000	ins	1.64 1656			1
542	24000	fus	0.00 1660	1		
542	24000	rap	0.00 1480		1	
542	24000	ins	0.42 1372			1
543	29000	fus	0.00 1760	1		
543	29000	rap	0.00 1420		1	
543	29000	ins	0.61 1496			1
544	31000	rap	0.00 1476	1		
544	31000	fus	0.00 1768	1		
544	31000	ins	0.69 1500			1
545	3000	rap	0.00 1284	1		
545	3000	fus	0.00 1284	1		
545	3000	ins	0.00 1248			1
546	35000	fus	0.00 1864	1		
546	35000	rap	0.00 1524		1	
546	35000	ins	0.88 1456			1
547	20000	rap	0.00 1412		1	
547	20000	fus	0.00 1604	1		
547	20000	ins	0.29 1284			1
548	23000	fus	0.00 1648	1		
548	23000	rap	0.00 1448	1		
548	23000	ins	0.38 1380			1
549	6000	fus	0.00 1444	1		
549	6000	rap	0.00 1276	1		
549	6000	ins	0.02 1336			1
550	42000	rap	0.00 1616	1		
550	42000	fus	0.01 1892	1		
550	42000	ins	1.28 1456			1
551	49000	fus	0.00 1996	1		
551	49000	rap	0.00 1584	1		
551	49000	ins	1.72 1616			1
552	13000	fus	0.00 1508	1		
552	13000	rap	0.00 1276	1		
552	13000	ins	0.12 1380			1
553	26000	fus	0.00 1664	1		
553	26000	rap	0.00 1480		1	
553	26000	ins	0.48 1476			1
554	11000	fus	0.00 1448	1		
554	11000	rap	0.00 1268	1		
554	11000	ins	0.09 1336			1
555	15000	fus	0.00 1524	1		
555	15000	rap	0.00 1340	1		
555	15000	ins	0.17 1376			1
556	46000	fus	0.00 1992	1		
556	46000	rap	0.00 1544	1		
556	46000	ins	1.52 1552			1
557	45000	fus	0.01 1936	1		
557	45000	rap	0.00 1548		1	
557	45000	ins	1.44 1548			1
558	4000	fus	0.00 1372	1		
558	4000	rap	0.00 1316		1	
558	4000	ins	0.01 1204			1
559	15000	rap	0.00 1372		1	
559	15000	fus	0.00 1544		1	
559	15000	ins	0.16 1376			1
560	12000	fus	0.00 1488		1	
560	12000	rap	0.00 1268		1	
560	12000	ins	0.11 1292			1
561	11000	fus	0.00 1428	1		
561	11000	rap	0.00 1280		1	
561	11000	ins	0.09 1332			1
562	31000	rap	0.00 1424	1		
562	31000	fus	0.00 1748	1		
562	31000	ins	0.69 1440			1
563	18000	fus	0.00 1520	1		
563	18000	rap	0.00 1340		1	
563	18000	ins	0.24 1324			1
564	2000	rap	0.00 1284		1	
564	2000	fus	0.00 1340		1	
564	2000	ins	0.00 1216			1
565	43000	fus	0.00 1948	1		
565	43000	rap	0.00 1516	1		
565	43000	ins	1.32 1512			1
566	37000	rap	0.00 1568		1	
566	37000	fus	0.01 1832	1		
566	37000	ins	0.98 1572			1
567	38000	rap	0.00 1524	1		
567	38000	fus	0.00 1912	1		
567	38000	ins	1.03 1556			1
568	14000	rap	0.00 1400		1	
568	14000	fus	0.00 1456	1		
568	14000	ins	0.14 1360			1
569	38000	rap	0.00 1520	1		
569	38000	fus	0.00 1860	1		
569	38000	ins	1.04 1496			1
570	44000	fus	0.00 1920		1	
570	44000	rap	0.00 1636		1	
570	44000	ins	1.39 1540			1
571	13000	fus	0.00 1512	1		
571	13000	rap	0.00 1320	1		
571	13000	ins	0.12 1224			1
572	40000	rap	0.00 1592		1	
572	40000	fus	0.00 1900		1	
572	40000	ins	1.14 1576			1
573	6000	fus	0.00 1376	1		
573	6000	rap	0.00 1320	1		
573	6000	ins	0.02 1224			1
574	35000	rap	0.00 1472		1	
574	35000	fus	0.00 1804	1		
574	35000	ins	0.88 1500			1
575	18000	rap	0.00 1436	1		
575	18000	fus	0.00 1568	1		
575	18000	ins	0.24 1328			1
576	27000	fus	0.00 1712	1		
576	27000	rap	0.00 1480	1		
576	27000	ins	0.52 1396			1
577	16000	rap	0.00 1380	1		
577	16000	fus	0.00 1492	1		
577	16000	ins	0.19 1388			1
578	48000	rap	0.00 1656		1	
578	48000	fus	0.00 2060	1		
578	48000	ins	1.66 1648			1
579	34000	rap	0.00 1460		1	
579	34000	fus	0.00 1848	1		
579	34000	ins	0.83 1464			1
580	14000	rap	0.00 1392	1		
580	14000	fus	0.00 1536	1		
580	14000	ins	0.14 1400			1
581	6000	fus	0.00 1368		1	
581	6000	rap	0.00 1224		1	
581	6000	ins	0.02 1220			1
582	39000	fus	0.01 1964	1		
582	39000	rap	0.00 1568		1	
582	39000	ins	1.09 1564			1
583	28000	fus	0.00 1752	1		
583	28000	rap	0.00 1508		1	
583	28000	ins	0.56 1476			1
584	57000	rap	0.01 1700		1	
584	57000	fus	0.01 2248	1		
584	57000	ins	2.34 1668			1
585	16000	rap	0.00 1376		1	
585	16000	fus	0.00 1564	1		
585	16000	ins	0.18 1356			1
586	22000	fus	0.00 1596	1		
586	22000	rap	0.00 1352	1		
586	22000	ins	0.34 1424			1
587	16000	rap	0.00 1304		1	
587	16000	fus	0.00 1492		1	
587	16000	ins	0.19 1396			1
588	47000	rap	0.00 1592	1		
588	47000	fus	0.01 2048	1		
588	47000	ins	1.58 1644			1
589	29000	fus	0.00 1696	1		
589	29000	rap	0.00 1460	1		
589	29000	ins	0.60 1512			1
590	24000	fus	0.00 1664		1	
590	24000	rap	0.00 1480		1	
590	24000	ins	0.42 1468			1
591	40000	fus	0.00 1884		1	
591	40000	rap	0.00 1568		1	
591	40000	ins	1.15 1600			1
592	30000	fus	0.00 1760	1		
592	30000	rap	0.00 1460		1	
592	30000	ins	0.65 1492			1
593	16000	rap	0.00 1300	1		
593	16000	fus	0.00 1564	1		
593	16000	ins	0.19 1344			1
594	21000	fus	0.00 1588	1		
594	21000	rap	0.00 1348	1		
594	21000	ins	0.32 1340			1
595	14000	rap	0.00 1340	1		
595	14000	fus	0.00 1524	1		
595	14000	ins	0.14 1388			1
596	18000	rap	0.00 1320	1		
596	18000	fus	0.00 1596	1		
596	18000	ins	0.24 1268			1
597	18000	fus	0.00 1600	1		
597	18000	rap	0.00 1416		1	
597	18000	ins	0.23 1428			1
598	25000	rap	0.00 1368	1		
598	25000	fus	0.00 1700	1		
598	25000	ins	0.44 1396			1
599	44000	rap	0.00 1620	1		
599	44000	fus	0.01 1968	1		
599	44000	ins	1.38 1516			1
600	22000	fus	0.00 1584	1		
600	22000	rap	0.00 1440	1		
600	22000	ins	0.34 1348			1
601	9000	fus	0.00 1392	1		
601	9000	rap	0.00 1192	1		
601	9000	ins	0.06 1292			1
602	52000	rap	0.01 1532	1		
602	52000	fus	0.01 2072	1		
602	52000	ins	1.94 1640			1
603	13000	rap	0.00 1352	1		
603	13000	fus	0.00 1552	1		
603	13000	ins	0.12 1376			1
604	9000	fus	0.00 1396	1		
604	9000	rap	0.00 1292	1		
604	9000	ins	0.06 1244			1
605	51000	fus	0.01 2072	1		
605	51000	rap	0.00 1688		1	
605	51000	ins	1.86 1692			1
606	57000	rap	0.00 1740	1		
606	57000	fus	0.01 2156	1		
606	57000	ins	2.32 1716			1
607	22000	rap	0.00 1396	1		
607	22000	fus	0.00 1632	1		
607	22000	ins	0.35 1452			1
608	27000	rap	0.00 1404		1	
608	27000	fus	0.00 1700	1		
608	27000	ins	0.52 1496			1
609	44000	fus	0.00 1964	1		
609	44000	rap	0.00 1468		1	
609	44000	ins	1.39 1592			1
610	23000	fus	0.00 1540	1		
610	23000	rap	0.00 1472	1		
610	23000	ins	0.38 1304			1
611	7000	fus	0.00 1344		1	
611	7000	rap	0.00 1276		1	
611	7000	ins	0.03 1332			1
612	25000	rap	0.00 1428	1		
612	25000	fus	0.00 1624	1		
612	25000	ins	0.45 1480			1
613	54000	rap	0.01 1656		1	
613	54000	fus	0.00 2112	1		
613	54000	ins	2.09 1656			1
614	38000	rap	0.00 1520	1		
614	38000	fus	0.01 1944	1		
614	38000	ins	1.03 1580			1
615	5000	fus	0.00 1340		1	
615	5000	rap	0.00 1216		1	
615	5000	ins	0.02 1296			1
616	59000	rap	0.00 1688		1	
616	59000	fus	0.01 2232	1		
616	59000	ins	2.49 1648			1
617	43000	rap	0.00 1612	1		
617	43000	fus	0.00 1916	1		
617	43000	ins	1.32 1620			1
618	0	rap	0.00 1260			1
618	0	fus	0.00 1260			1
618	0	ins	0.00 1256			1
619	29000	fus	0.00 1636	1		
619	29000	rap	0.00 1408	1		
619	29000	ins	0.61 1408			1
620	38000	rap	0.00 1520		1	
620	38000	fus	0.00 1868	1		
620	38000	ins	1.03 1424			1
621	52000	rap	0.00 1660		1	
621	52000	fus	0.01 2128	1		
621	52000	ins	1.94 1532			1
622	28000	rap	0.00 1496	1		
622	28000	fus	0.00 1780	1		
622	28000	ins	0.56 1400			1
623	21000	rap	0.00 1292	1		
623	21000	fus	0.00 1640	1		
623	21000	ins	0.31 1460			1
624	5000	fus	0.00 1356		1	
624	5000	rap	0.00 1216		1	
624	5000	ins	0.02 1236			1
625	39000	fus	0.01 1848	1		
625	39000	rap	0.00 1532		1	
625	39000	ins	1.10 1588			1
626	53000	fus	0.01 2108	1		
626	53000	rap	0.01 1668		1	
626	53000	ins	2.00 1612			1
627	48000	rap	0.01 1624		1	
627	48000	fus	0.00 1932		1	
627	48000	ins	1.65 1548			1
628	59000	rap	0.01 1660		1	
628	59000	fus	0.01 2212		1	
628	59000	ins	2.49 1684			1
629	7000	rap	0.00 1332		1	
629	7000	fus	0.00 1416	1		
629	7000	ins	0.03 1328			1
630	38000	rap	0.00 1556		1	
630	38000	fus	0.01 1880	1		
630	38000	ins	1.04 1556			1
631	37000	rap	0.00 1572	1		
631	37000	fus	0.00 1932	1		
631	37000	ins	0.98 1560			1
632	30000	rap	0.00 1412		1	
632	30000	fus	0.00 1752		1	
632	30000	ins	0.65 1520			1
633	42000	rap	0.00 1596	1		
633	42000	fus	0.01 1900	1		
633	42000	ins	1.26 1532			1
634	37000	rap	0.00 1544		1	
634	37000	fus	0.00 1836	1		
634	37000	ins	0.98 1468			1
635	29000	fus	0.00 1728		1	
635	29000	rap	0.00 1512		1	
635	29000	ins	0.60 1448			1
636	11000	rap	0.00 1340	1		
636	11000	fus	0.00 1428	1		
636	11000	ins	0.08 1356			1
637	50000	rap	0.00 1612	1		
637	50000	fus	0.00 2036	1		
637	50000	ins	1.78 1568			1
638	29000	fus	0.00 1688	1		
638	29000	rap	0.00 1428		1	
638	29000	ins	0.61 1488			1
639	52000	rap	0.00 1676		1	
639	52000	fus	0.01 1992	1		
639	52000	ins	1.94 1684			1
640	37000	rap	0.00 1516		1	
640	37000	fus	0.00 1836		1	
640	37000	ins	0.98 1476			1
641	33000	rap	0.00 1436	1		
641	33000	fus	0.00 1772	1		
641	33000	ins	0.78 1480			1
642	39000	fus	0.00 1888		1	
642	39000	rap	0.00 1488		1	
642	39000	ins	1.10 1564			1
643	9000	rap	0.00 1328		1	
643	9000	fus	0.00 1416		1	
643	9000	ins	0.06 1300			1
644	31000	fus	0.00 1760		1	
644	31000	rap	0.00 1436		1	
644	31000	ins	0.69 1368			1
645	30000	fus	0.00 1720		1	
645	30000	rap	0.00 1516		1	
645	30000	ins	0.65 1508			1
646	51000	rap	0.00 1576		1	
646	51000	fus	0.01 2040	1		
646	51000	ins	1.86 1580			1
647	4000	rap	0.00 1312		1	
647	4000	fus	0.00 1380		1	
647	4000	ins	0.01 1296			1
648	6000	rap	0.00 1324	1		
648	6000	fus	0.00 1364	1		
648	6000	ins	0.02 1324			1
649	7000	rap	0.00 1228	1		
649	7000	fus	0.00 1372	1		
649	7000	ins	0.04 1232			1
650	10000	fus	0.00 1412		1	
650	10000	rap	0.00 1260		1	
650	10000	ins	0.08 1200			1
651	38000	rap	0.00 1524	1		
651	38000	fus	0.00 1948	1		
651	38000	ins	1.04 1552			1
652	47000	rap	0.01 1624	1		
652	47000	fus	0.00 2012	1		
652	47000	ins	1.60 1648			1
653	17000	rap	0.00 1360		1	
653	17000	fus	0.00 1588	1		
653	17000	ins	0.21 1316			1
654	19000	fus	0.00 1480	1		
654	19000	rap	0.00 1404		1	
654	19000	ins	0.26 1384			1
655	13000	fus	0.00 1480	1		
655	13000	rap	0.00 1300	1		
655	13000	ins	0.12 1392			1
656	21000	fus	0.00 1612		1	
656	21000	rap	0.00 1400		1	
656	21000	ins	0.32 1392			1
657	3000	fus	0.00 1328		1	
657	3000	rap	0.00 1296		1	
657	3000	ins	0.00 1288			1
658	26000	fus	0.00 1640		1	
658	26000	rap	0.00 1464		1	
658	26000	ins	0.49 1488			1
659	52000	fus	0.01 2056		1	
659	52000	rap	0.01 1584		1	
659	52000	ins	1.96 1604			1
660	41000	fus	0.00 1924	1		
660	41000	rap	0.00 1592	1		
660	41000	ins	1.21 1604			1
661	27000	rap	0.00 1496		1	
661	27000	fus	0.00 1736	1		
661	27000	ins	0.52 1388			1
662	54000	fus	0.01 2200	1		
662	54000	rap	0.01 1700		1	
662	54000	ins	2.10 1680			1
663	31000	rap	0.00 1368	1		
663	31000	fus	0.00 1756	1		
663	31000	ins	0.69 1528			1
664	44000	rap	0.00 1600		1	
664	44000	fus	0.00 1928		1	
664	44000	ins	1.39 1620			1
665	13000	fus	0.00 1512	1		
665	13000	rap	0.00 1360	1		
665	13000	ins	0.12 1276			1
666	30000	fus	0.00 1756		1	
666	30000	rap	0.00 1520		1	
666	30000	ins	0.64 1420			1
667	47000	fus	0.01 1968	1		
667	47000	rap	0.00 1548	1		
667	47000	ins	1.57 1488			1
668	15000	rap	0.00 1296		1	
668	15000	fus	0.00 1488	1		
668	15000	ins	0.16 1348			1
669	9000	fus	0.00 1416	1		
669	9000	rap	0.00 1192	1		
669	9000	ins	0.06 1300			1
670	43000	rap	0.00 1536	1		
670	43000	fus	0.01 1904	1		
670	43000	ins	1.33 1560			1
671	11000	rap	0.00 1260	1		
671	11000	fus	0.00 1444	1		
671	11000	ins	0.09 1336			1
672	10000	fus	0.00 1464	1		
672	10000	rap	0.00 1352	1		
672	10000	ins	0.07 1272			1
673	13000	fus	0.00 1464		1	
673	13000	rap	0.00 1356		1	
673	13000	ins	0.12 1380			1
674	13000	fus	0.00 1476	1		
674	13000	rap	0.00 1280	1		
674	13000	ins	0.12 1276			1
675	34000	rap	0.00 1544	1		
675	34000	fus	0.00 1820	1		
675	34000	ins	0.83 1452			1
676	18000	rap	0.00 1268		1	
676	18000	fus	0.00 1524	1		
676	18000	ins	0.23 1436			1
677	8000	rap	0.00 1280	1		
677	8000	fus	0.00 1300	1		
677	8000	ins	0.04 1292			1
678	10000	fus	0.00 1440	1		
678	10000	rap	0.00 1260	1		
678	10000	ins	0.07 1364			1
679	29000	rap	0.00 1352		1	
679	29000	fus	0.00 1768	1		
679	29000	ins	0.60 1512			1
680	35000	rap	0.00 1520	1		
680	35000	fus	0.00 1808	1		
680	35000	ins	0.88 1460			1
681	41000	fus	0.00 1996		1	
681	41000	rap	0.00 1576		1	
681	41000	ins	1.20 1580			1
682	31000	rap	0.00 1476	1		
682	31000	fus	0.00 1796	1		
682	31000	ins	0.69 1532			1
683	6000	rap	0.00 1300		1	
683	6000	fus	0.00 1380		1	
683	6000	ins	0.02 1304			1
684	6000	rap	0.00 1308	1		
684	6000	fus	0.00 1324	1		
684	6000	ins	0.02 1324			1
685	36000	rap	0.00 1484			
685	36000	fus	0.00 1852	1		
685	36000	ins	0.93 1568			1
686	51000	rap	0.01 1684		1	
686	51000	fus	0.01 2056	1		
686	51000	ins	1.85 1660			1
687	37000	rap	0.00 1584		1	
687	37000	fus	0.00 1872	1		
687	37000	ins	0.98 1576			1
688	53000	rap	0.00 1672		1	
688	53000	fus	0.01 2068	1		
688	53000	ins	2.01 1664			1
689	44000	fus	0.01 1964		1	
689	44000	rap	0.00 1544		1	
689	44000	ins	1.38 1540			1
690	32000	rap	0.00 1428	1		
690	32000	fus	0.00 1816	1		
690	32000	ins	0.74 1436			1
691	38000	rap	0.00 1580	1		
691	38000	fus	0.00 1948	1		
691	38000	ins	1.03 1524			1
692	48000	fus	0.00 2104		1	
692	48000	rap	0.00 1656		1	
692	48000	ins	1.65 1632			1
693	51000	rap	0.01 1656		1	
693	51000	fus	0.01 2040	1		
693	51000	ins	1.86 1576			1
694	50000	rap	0.00 1644		1	
694	50000	fus	0.01 2036	1		
694	50000	ins	1.78 1668			1
695	44000	fus	0.01 2040	1		
695	44000	rap	0.00 1540		1	
695	44000	ins	1.39 1464			1
696	13000	fus	0.00 1484	1		
696	13000	rap	0.00 1352		1	
696	13000	ins	0.12 1224			1
697	59000	rap	0.01 1744		1	
697	59000	fus	0.01 2208		1	
697	59000	ins	2.50 1732			1
698	37000	rap	0.00 1468		1	
698	37000	fus	0.01 1888	1		
698	37000	ins	0.98 1516			1
699	36000	rap	0.00 1512		1	
699	36000	fus	0.01 1796	1		
699	36000	ins	0.94 1568			1
700	24000	fus	0.00 1652	1		
700	24000	rap	0.00 1440		1	
700	24000	ins	0.41 1464			1
701	43000	rap	0.00 1532	1		
701	43000	fus	0.00 1936	1		
701	43000	ins	1.32 1588			1
702	8000	rap	0.00 1316		1	
702	8000	fus	0.00 1436	1		
702	8000	ins	0.05 1316			1
703	8000	fus	0.00 1356	1		
703	8000	rap	0.00 1252	1		
703	8000	ins	0.04 1292			1
704	3000	fus	0.00 1336		1	
704	3000	rap	0.00 1276		1	
704	3000	ins	0.00 1144			1
705	25000	fus	0.00 1676		1	
705	25000	rap	0.00 1452		1	
705	25000	ins	0.45 1476			1
706	53000	rap	0.01 1636	1		
706	53000	fus	0.01 2084	1		
706	53000	ins	2.00 1536			1
707	40000	rap	0.00 1584	1		
707	40000	fus	0.00 1920	1		
707	40000	ins	1.14 1572			1
708	9000	fus	0.00 1444	1		
708	9000	rap	0.00 1324		1	
708	9000	ins	0.06 1244			1
709	30000	rap	0.00 1528		1	
709	30000	fus	0.00 1712		1	
709	30000	ins	0.65 1436			1
710	15000	rap	0.00 1300	1		
710	15000	fus	0.00 1468	1		
710	15000	ins	0.16 1392			1
711	9000	rap	0.00 1244	1		
711	9000	fus	0.00 1420	1		
711	9000	ins	0.06 1244			1
712	13000	rap	0.00 1356	1		
712	13000	fus	0.00 1436	1		
712	13000	ins	0.12 1280			1
713	50000	rap	0.01 1656		1	
713	50000	fus	0.01 2132	1		
713	50000	ins	1.78 1668			1
714	49000	rap	0.01 1616		1	
714	49000	fus	0.01 2088	1		
714	49000	ins	1.71 1668			1
715	14000	rap	0.00 1332	1		
715	14000	fus	0.00 1508	1		
715	14000	ins	0.14 1308			1
716	4000	fus	0.00 1336	1		
716	4000	rap	0.00 1256	1		
716	4000	ins	0.01 1252			1
717	57000	rap	0.00 1704		1	
717	57000	fus	0.01 2072	1		
717	57000	ins	2.34 1568			1
718	59000	fus	0.01 2208	1		
718	59000	rap	0.01 1660		1	
718	59000	ins	2.49 1696			1
719	20000	rap	0.00 1440	1		
719	20000	fus	0.00 1668	1		
719	20000	ins	0.28 1356			1
720	5000	fus	0.00 1312		1	
720	5000	rap	0.00 1212		1	
720	5000	ins	0.02 1228			1
721	6000	fus	0.00 1440	1		
721	6000	rap	0.00 1244	1		
721	6000	ins	0.02 1316			1
722	32000	rap	0.00 1448		1	
722	32000	fus	0.00 1768	1		
722	32000	ins	0.73 1504			1
723	44000	fus	0.00 1992		1	
723	44000	rap	0.00 1536		1	
723	44000	ins	1.39 1528			1
724	59000	fus	0.01 2236		1	
724	59000	rap	0.01 1744		1	
724	59000	ins	2.48 1744			1
725	36000	rap	0.00 1552	1		
725	36000	fus	0.00 1852	1		
725	36000	ins	0.92 1564			1
726	52000	rap	0.00 1684		1	
726	52000	fus	0.01 2120	1		
726	52000	ins	1.94 1700			1
727	4000	rap	0.00 1200		1	
727	4000	fus	0.00 1344		1	
727	4000	ins	0.01 1196			1
728	29000	fus	0.00 1708	1		
728	29000	rap	0.00 1520	1		
728	29000	ins	0.60 1404			1
729	35000	rap	0.00 1476		1	
729	35000	fus	0.00 1860	1		
729	35000	ins	0.88 1476			1
730	47000	rap	0.00 1652		1	
730	47000	fus	0.01 1988	1		
730	47000	ins	1.57 1564			1
731	24000	rap	0.00 1312		1	
731	24000	fus	0.00 1612		1	
731	24000	ins	0.41 1440			1
732	55000	fus	0.01 2172	1		
732	55000	rap	0.01 1708		1	
732	55000	ins	2.16 1692			1
733	19000	rap	0.00 1336		1	
733	19000	fus	0.00 1612	1		
733	19000	ins	0.26 1412			1
734	11000	rap	0.00 1260	1		
734	11000	fus	0.00 1436	1		
734	11000	ins	0.08 1264			1
735	57000	fus	0.01 2244		1	
735	57000	rap	0.01 1732		1	
735	57000	ins	2.35 1640			1
736	1000	rap	0.00 1284			1
736	1000	fus	0.00 1280			1
736	1000	ins	0.00 1188			1
737	20000	fus	0.00 1668	1		
737	20000	rap	0.00 1412		1	
737	20000	ins	0.29 1336			1
738	13000	rap	0.00 1300	1		
738	13000	fus	0.00 1468	1		
738	13000	ins	0.12 1224			1
739	14000	rap	0.00 1360		1	
739	14000	fus	0.00 1532	1		
739	14000	ins	0.14 1232			1
740	4000	fus	0.00 1380	1		
740	4000	rap	0.00 1288	1		
740	4000	ins	0.01 1212			1
741	4000	rap	0.00 1308	1		
741	4000	fus	0.00 1336	1		
741	4000	ins	0.01 1304			1
742	26000	rap	0.00 1488		1	
742	26000	fus	0.00 1584		1	
742	26000	ins	0.49 1400			1
743	12000	rap	0.00 1356	1		
743	12000	fus	0.00 1472	1		
743	12000	ins	0.10 1216			1
744	51000	rap	0.01 1676		1	
744	51000	fus	0.01 1980	1		
744	51000	ins	1.85 1660			1
745	14000	rap	0.00 1376	1		
745	14000	fus	0.00 1468	1		
745	14000	ins	0.14 1400			1
746	40000	rap	0.00 1596	1		
746	40000	fus	0.01 1884	1		
746	40000	ins	1.14 1592			1
747	21000	rap	0.00 1428	1		
747	21000	fus	0.00 1572	1		
747	21000	ins	0.31 1368			1
748	49000	rap	0.00 1556		1	
748	49000	fus	0.01 2120	1		
748	49000	ins	1.71 1508			1
749	51000	fus	0.00 2148	1		
749	51000	rap	0.01 1680		1	
749	51000	ins	1.88 1652			1
750	11000	fus	0.00 1444	1		
750	11000	rap	0.00 1376	1		
750	11000	ins	0.09 1280			1
751	39000	fus	0.00 1928		1	
751	39000	rap	0.00 1532		1	
751	39000	ins	1.09 1568			1
752	58000	fus	0.01 2188		1	
752	58000	rap	0.01 1640		1	
752	58000	ins	2.40 1688			1
753	28000	rap	0.00 1472		1	
753	28000	fus	0.00 1692	1		
753	28000	ins	0.57 1472			1
754	12000	fus	0.00 1492		1	
754	12000	rap	0.00 1344		1	
754	12000	ins	0.10 1284			1
755	55000	rap	0.00 1604		1	
755	55000	fus	0.01 2096	1		
755	55000	ins	2.16 1712			1
756	42000	rap	0.00 1580			
756	42000	fus	0.00 1884	1		
756	42000	ins	1.26 1508			1
757	31000	rap	0.00 1516		1	
757	31000	fus	0.00 1768	1		
757	31000	ins	0.69 1420			1
758	47000	fus	0.01 1988	1		
758	47000	rap	0.00 1544		1	
758	47000	ins	1.58 1620			1
759	46000	rap	0.00 1640	1		
759	46000	fus	0.00 1992	1		
759	46000	ins	1.51 1560			1
760	38000	rap	0.00 1568		1	
760	38000	fus	0.00 1832	1		
760	38000	ins	1.06 1500			1
761	11000	fus	0.00 1424	1		
761	11000	rap	0.00 1308		1	
761	11000	ins	0.09 1208			1
762	17000	fus	0.00 1556		1	
762	17000	rap	0.00 1336		1	
762	17000	ins	0.21 1420			1
763	13000	fus	0.00 1444	1		
763	13000	rap	0.00 1324	1		
763	13000	ins	0.12 1392			1
764	19000	rap	0.00 1384	1		
764	19000	fus	0.00 1532	1		
764	19000	ins	0.26 1336			1
765	27000	fus	0.00 1656	1		
765	27000	rap	0.00 1396	1		
765	27000	ins	0.52 1468			1
766	39000	fus	0.00 1848		1	
766	39000	rap	0.00 1432		1	
766	39000	ins	1.10 1588			1
767	8000	fus	0.00 1396	1		
767	8000	rap	0.00 1256	1		
767	8000	ins	0.05 1236			1
768	48000	fus	0.01 1932	1		
768	48000	rap	0.01 1596		1	
768	48000	ins	1.64 1636			1
769	10000	fus	0.00 1412		1	
769	10000	rap	0.00 1272		1	
769	10000	ins	0.07 1368			1
770	29000	fus	0.00 1684	1		
770	29000	rap	0.00 1520	1		
770	29000	ins	0.60 1504			1
771	31000	rap	0.00 1512		1	
771	31000	fus	0.00 1768	1		
771	31000	ins	0.68 1536			1
772	41000	rap	0.00 1556		1	
772	41000	fus	0.01 1824	1		
772	41000	ins	1.21 1548			1
773	12000	rap	0.00 1288	1		
773	12000	fus	0.00 1472	1		
773	12000	ins	0.10 1276			1
774	44000	fus	0.01 2040		1	
774	44000	rap	0.00 1568		1	
774	44000	ins	1.38 1524			1
775	58000	rap	0.01 1744		1	
775	58000	fus	0.01 2176		1	
775	58000	ins	2.43 1740			1
776	0	rap	0.00 1228			
776	0	fus	0.00 1260			
776	0	ins	0.00 1176			
777	36000	rap	0.00 1536		1	
777	36000	fus	0.00 1880	1		
777	36000	ins	0.92 1408			1
778	19000	rap	0.00 1424	1		
778	19000	fus	0.00 1572	1		
778	19000	ins	0.26 1444			1
779	47000	rap	0.00 1552	1		
779	47000	fus	0.01 2004	1		
779	47000	ins	1.58 1648			1
780	20000	rap	0.00 1436	1		
780	20000	fus	0.00 1632	1		
780	20000	ins	0.29 1416			1
781	18000	rap	0.00 1396	1		
781	18000	fus	0.00 1600	1		
781	18000	ins	0.23 1328			1
782	17000	rap	0.00 1316		1	
782	17000	fus	0.00 1448	1		
782	17000	ins	0.20 1412			1
783	6000	rap	0.00 1300	1		
783	6000	fus	0.00 1328	1		
783	6000	ins	0.02 1296			1
784	33000	rap	0.00 1440		1	
784	33000	fus	0.00 1792	1		
784	33000	ins	0.79 1456			1
785	44000	rap	0.00 1604		1	
785	44000	fus	0.01 1952		1	
785	44000	ins	1.38 1624			1
786	11000	fus	0.00 1424	1		
786	11000	rap	0.00 1304	1		
786	11000	ins	0.09 1268			1
787	52000	fus	0.00 2068		1	
787	52000	rap	0.01 1700		1	
787	52000	ins	1.95 1692			1
788	4000	rap	0.00 1252		1	
788	4000	fus	0.00 1328		1	
788	4000	ins	0.01 1204			1
789	23000	rap	0.00 1364	1		
789	23000	fus	0.00 1640	1		
789	23000	ins	0.38 1356			1
790	38000	rap	0.00 1552		1	
790	38000	fus	0.00 1780	1		
790	38000	ins	1.04 1500			1
791	8000	fus	0.00 1440	1		
791	8000	rap	0.00 1184	1		
